timestamp,component_id,job_id,app_id,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,pid,ppid,minflt,cminflt,majflt,cmajflt,utime,stime,cutime,cstime,priority,nice,num_threads,vsize,rss,rsslim,signal,processor,rt_priority,policy,delayacct_blkio_ticks,VmSize,VmRSS,share_pages,text_pages,lib_pages,data_pages,dirty_pages,fd_count,fd_max,fd_socket,fd_dev,fd_anon_inode,fd_pipe,fd_path
1744061820.003387,600039,21131155,0,407822855,4455619,1740338,1740338,1318912,0,0,102226,1,5893,0,36,0,1141,4023,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,422,22,2,383,8,6
1744061880.004337,600039,21131155,0,427704339,4475139,1816206,1816206,1318912,0,0,102226,1,5926,0,36,0,1214,4112,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,6
1744061940.003386,600039,21131155,0,453610987,4494019,1918538,1918538,1318912,0,0,102226,1,5973,0,36,0,1307,4222,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,7
1744062000.003762,600039,21131155,0,455220855,4513219,1925458,1925458,1318912,0,0,102226,1,5973,0,36,0,1312,4236,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,421,421,22,2,383,8,6
1744062060.004074,600039,21131155,0,456798917,4532739,1932201,1932201,1318912,0,0,102226,1,5973,0,36,0,1316,4250,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,6
1744062120.003135,600039,21131155,0,458363186,4551619,1938919,1938919,1318912,0,0,102226,1,5973,0,36,0,1320,4264,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,421,420,22,2,383,8,6
1744062180.003274,600039,21131155,0,459938487,4570819,1945657,1945657,1318912,0,0,102226,1,5973,0,36,0,1325,4277,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,7
1744062240.003370,600039,21131155,0,461514746,4590019,1952396,1952396,1318912,0,0,102226,1,5973,0,36,0,1329,4291,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,421,420,22,2,383,8,6
1744062300.003511,600039,21131155,0,463089023,4609219,1959133,1959133,1318912,0,0,102226,1,5973,0,36,0,1332,4305,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,6
1744062360.003541,600039,21131155,0,464673219,4628739,1965893,1965893,1318912,0,0,102226,1,5974,0,36,0,1336,4319,0,0,20,0,26,1982861312,3569,18446744073709551,0,38,0,0,1,484097,3569,1697,66,0,84604,0,422,421,22,2,383,8,6
