12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,51,-1,0,1,write,-1,-1,-1,-1,-1,0,52,0.029310,0.000011,0.000011,1698017150.065807
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,120,-1,0,3,write,-1,-1,-1,-1,-1,99,22,0.029837,0.000000,0.000013,1698017150.066323
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,176,-1,0,4,write,-1,-1,-1,-1,-1,121,56,0.029851,0.000000,0.000013,1698017150.066336
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,179,-1,0,5,write,-1,-1,-1,-1,-1,177,3,0.029863,0.000000,0.000014,1698017150.066349
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,181,-1,0,6,write,-1,-1,-1,-1,-1,180,2,0.029876,0.000000,0.000014,1698017150.066361
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,184,-1,0,7,write,-1,-1,-1,-1,-1,182,3,0.029887,0.000000,0.000014,1698017150.066372
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,187,-1,0,8,write,-1,-1,-1,-1,-1,185,3,0.029899,0.000000,0.000014,1698017150.066384
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,190,-1,0,9,write,-1,-1,-1,-1,-1,188,3,0.029910,0.000000,0.000015,1698017150.066395
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,193,-1,0,10,write,-1,-1,-1,-1,-1,191,3,0.029922,0.000000,0.000015,1698017150.066407
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,196,-1,0,11,write,-1,-1,-1,-1,-1,194,3,0.029933,0.000000,0.000015,1698017150.066418
12345,N/A,17532848,0,n4,N/A,92233720368547758,STDIO,MOD,198,-1,0,12,write,-1,-1,-1,-1,-1,197,2,0.029945,0.000000,0.000015,1698017150.066430
