12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,51,-1,0,1,write,-1,-1,-1,-1,-1,0,52,0.028370,0.000012,0.000012,1698017168.834757
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,120,-1,0,3,write,-1,-1,-1,-1,-1,99,22,0.028883,0.000000,0.000013,1698017168.835259
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,176,-1,0,4,write,-1,-1,-1,-1,-1,121,56,0.028897,0.000000,0.000014,1698017168.835273
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,179,-1,0,5,write,-1,-1,-1,-1,-1,177,3,0.028909,0.000000,0.000014,1698017168.835285
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,181,-1,0,6,write,-1,-1,-1,-1,-1,180,2,0.028921,0.000000,0.000014,1698017168.835297
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,184,-1,0,7,write,-1,-1,-1,-1,-1,182,3,0.028933,0.000000,0.000014,1698017168.835309
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,187,-1,0,8,write,-1,-1,-1,-1,-1,185,3,0.028944,0.000000,0.000015,1698017168.835320
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,190,-1,0,9,write,-1,-1,-1,-1,-1,188,3,0.028957,0.000000,0.000015,1698017168.835333
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,193,-1,0,10,write,-1,-1,-1,-1,-1,191,3,0.028969,0.000000,0.000015,1698017168.835344
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,196,-1,0,11,write,-1,-1,-1,-1,-1,194,3,0.028980,0.000000,0.000015,1698017168.835356
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,198,-1,0,12,write,-1,-1,-1,-1,-1,197,2,0.028991,0.000000,0.000015,1698017168.835367
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,201,-1,0,13,write,-1,-1,-1,-1,-1,199,3,0.029003,0.000000,0.000015,1698017168.835379
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,204,-1,0,14,write,-1,-1,-1,-1,-1,202,3,0.029014,0.000000,0.000016,1698017168.835390
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,207,-1,0,15,write,-1,-1,-1,-1,-1,205,3,0.029025,0.000000,0.000016,1698017168.835401
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,210,-1,0,16,write,-1,-1,-1,-1,-1,208,3,0.029037,0.000000,0.000016,1698017168.835412
12345,N/A,17532849,0,n4,N/A,92233720368547758,STDIO,MOD,213,-1,0,17,write,-1,-1,-1,-1,-1,211,3,0.029048,0.000000,0.000016,1698017168.835424
