timestamp,component_id,job_id,app_id,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cancelled_write_bytes,pid,ppid,minflt,cminflt,majflt,cmajflt,utime,stime,cutime,cstime,priority,nice,num_threads,vsize,rss,rsslim,signal,processor,rt_priority,policy,delayacct_blkio_ticks,VmSize,VmRSS,share_pages,text_pages,lib_pages,data_pages,dirty_pages,fd_count,fd_max,fd_socket,fd_dev,fd_anon_inode,fd_pipe,fd_path
1701384600.005379,600032,17824838,0,49904481693,670198511,246154444,246154444,3977216,0,0,20238,1,24892498,0,11,0,159273,702878,0,0,20,0,44,3256025088,3043,18446744073709551,0,45,0,0,4,794928,3043,865,60,0,760494,0,459,458,41,2,401,8,6
1701384660.004063,600032,17824838,0,49916195113,670217711,246217944,246217944,3977216,0,0,20238,1,24893297,0,11,0,159384,703006,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,458,457,41,2,401,8,6
1701384720.003754,600032,17824838,0,49917733371,670236911,246225252,246225252,3977216,0,0,20238,1,24894006,0,11,0,159389,703020,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,459,458,41,2,401,8,6
1701384780.003529,600032,17824838,0,49919272367,670256111,246232562,246232562,3977216,0,0,20238,1,24894717,0,11,0,159395,703034,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,458,457,41,2,401,8,6
1701384840.004138,600032,17824838,0,49920814023,670275311,246239887,246239887,3977216,0,0,20238,1,24895426,0,11,0,159401,703049,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,458,457,41,2,401,8,6
1701384900.003840,600032,17824838,0,49922358987,670294511,246247221,246247221,3977216,0,0,20238,1,24896138,0,11,0,159406,703065,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794927,3043,865,60,0,760493,0,459,458,41,2,401,8,7
1701384960.003885,600032,17824838,0,49923902093,670313711,246254555,246254555,3977216,0,0,20238,1,24896849,0,11,0,159412,703081,0,0,20,0,44,3256020992,3043,18446744073709551,0,45,0,0,4,794927,3043,865,60,0,760493,0,458,458,41,2,401,8,6
1701385020.004269,600032,17824838,0,49925462444,670332911,246261990,246261990,3977216,0,0,20238,1,24897562,0,11,0,159420,703094,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794928,3043,865,60,0,760494,0,459,458,41,2,401,8,6
1701385080.003527,600032,17824838,0,49926995100,670352111,246269265,246269265,3977216,0,0,20238,1,24898292,0,11,0,159430,703105,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,458,457,41,2,401,8,6
1701385140.004075,600032,17824838,0,49928545692,670371311,246276632,246276632,3977216,0,0,20238,1,24899010,0,11,0,159439,703117,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794926,3043,865,60,0,760492,0,460,459,41,2,401,8,6
1701385200.003897,600032,17824838,0,49954029921,670390511,246416533,246416533,3977216,0,0,20238,1,24900476,0,11,0,159661,703381,0,0,20,0,44,3256020992,3043,18446744073709551,0,45,0,0,4,794927,3043,865,60,0,760493,0,459,458,41,2,401,8,6
1701385320.004063,600032,17824838,0,49972176396,670428911,246514318,246514318,3977216,0,0,20238,1,24902819,0,11,0,159804,703573,0,0,20,0,44,3256020992,3098,18446744073709551,0,45,0,0,4,794927,3098,865,60,0,760493,0,459,458,41,2,401,8,6
1701385380.004115,600032,17824838,0,49973765150,670448111,246521942,246521942,3977216,0,0,20238,1,24903530,0,11,0,159810,703593,0,0,20,0,44,3256016896,3098,18446744073709551,0,45,0,0,4,794926,3098,865,60,0,760492,0,459,458,41,2,401,8,6
1701385440.004053,600032,17824838,0,49975357867,670467311,246529525,246529525,3977216,0,0,20238,1,24904238,0,11,0,159816,703612,0,0,20,0,44,3256016896,3098,18446744073709551,0,45,0,0,4,794926,3098,865,60,0,760492,0,459,458,41,2,401,8,6
1701385500.004423,600032,17824838,0,49976957695,670486511,246537210,246537210,3977216,0,0,20238,1,24904950,0,11,0,159822,703632,0,0,20,0,44,3256016896,3098,18446744073709551,0,45,0,0,4,794926,3098,865,60,0,760492,0,460,459,41,2,401,8,6
1701385560.004163,600032,17824838,0,49978550358,670505711,246544805,246544805,3977216,0,0,20238,1,24905658,0,11,0,159829,703651,0,0,20,0,44,3256016896,3098,18446744073709551,0,45,0,0,4,794926,3098,865,60,0,760492,0,459,458,41,2,401,8,7
1701385620.003008,600032,17824838,0,49980118016,670533499,246552813,246552813,3977216,0,0,20238,1,24906492,0,11,0,159834,703674,0,0,20,0,44,3256016896,3043,18446744073709551,0,45,0,0,4,794927,3043,865,60,0,760493,0,422,455,5,2,401,8,6
